bedrooms,bathrooms,floors,waterfront,view,grade,sqft_above,lat,price,sqft_total
3,2.5,2.0,0,2,9,2300,47.5504,683000,2730
5,2.5,1.0,0,0,7,1590,47.7609,425000,3150
5,2.75,1.5,0,0,7,1400,47.6831,533000,1800
3,1.0,1.0,0,0,7,1190,47.4319,375000,2100
3,2.0,2.0,0,0,7,1710,47.2917,250500,1710
4,1.75,1.5,0,0,7,1360,47.3102,257000,1840
3,1.0,1.0,0,0,6,880,47.5013,218000,1110
3,2.0,1.0,0,0,7,1030,47.5705,460000,2780
3,1.0,1.5,0,0,6,760,47.7503,255544,2210
2,2.0,1.0,0,0,8,1680,47.7088,560000,1680
4,2.5,2.0,0,0,8,2980,47.734,480000,2320
5,1.75,1.0,0,0,8,1500,47.638,1300000,4280
3,2.75,1.0,0,0,9,2650,47.768,580000,3030
3,2.5,1.0,0,0,8,1160,47.5369,475000,2130
4,2.5,1.0,1,4,9,1590,47.4396,1310000,4050
3,2.5,1.0,0,0,8,2530,47.4188,700000,2120
3,2.5,2.0,0,0,10,2520,47.631,590000,2630
3,2.5,1.0,0,0,8,1630,47.2622,264500,2110
2,1.0,1.0,0,0,6,730,47.6751,465000,1480
3,1.0,1.0,0,2,7,910,47.5278,290000,1660
4,4.5,2.0,0,2,12,4510,47.6491,1820000,2200
3,1.0,1.0,0,0,7,1110,47.6034,416000,1490
4,2.0,1.0,0,0,7,1450,47.7304,360000,1310
5,2.75,1.0,0,0,8,1590,47.5916,585083,4230
4,2.75,1.5,0,0,7,1620,47.6413,840000,2940
2,1.0,1.0,0,0,5,730,47.4808,81000,860
3,2.25,1.0,0,1,8,2440,47.6629,1290000,2750
4,1.75,1.0,0,0,7,1390,47.5034,326000,2070
2,1.0,1.0,0,2,6,720,47.5185,447000,1390
3,1.0,1.5,0,0,7,940,47.3756,185000,1170
3,2.5,2.0,0,0,8,1540,47.722,439950,1630
3,1.5,1.5,0,0,6,1140,47.4452,234000,1250
4,2.5,2.0,0,0,7,2100,47.5947,485000,1840
4,1.75,2.0,0,0,8,2020,47.6499,750000,2470
4,2.0,2.0,0,0,8,2130,47.6513,865000,1910
4,2.5,1.0,0,0,8,1590,47.2986,287500,3100
3,1.75,1.0,0,0,7,1130,47.7628,375000,1790
3,2.25,1.0,0,0,7,850,47.6863,565000,3030
4,3.0,2.0,0,0,7,1530,47.3528,260000,1930
3,1.0,1.0,0,0,6,1260,47.491,190000,1090
5,2.0,1.0,0,0,7,1380,47.5396,399950,2780
3,2.5,2.0,0,0,7,1830,47.2895,275000,1820
3,2.75,1.0,0,0,7,1380,47.5352,528000,2080
3,2.0,1.0,0,0,5,1770,47.4753,315000,1520
2,2.25,1.0,0,0,8,1410,47.697,614306,2940
3,3.5,2.0,0,2,12,4560,47.6995,1490000,4050
3,2.5,2.0,0,0,9,2110,47.5513,590000,2300
3,1.0,1.0,0,0,6,1130,47.5978,261500,1710
4,2.5,2.0,0,0,8,1960,47.3834,300000,2130
3,2.25,1.5,0,2,8,1450,47.5078,439000,2840
5,2.25,1.0,0,0,7,2350,47.4939,277554,1570
3,2.0,1.0,0,0,6,1340,47.4727,215000,1370
2,2.25,2.0,1,4,9,2160,47.502,1200000,2660
4,2.0,1.0,0,0,7,850,47.6973,420000,2320
3,2.5,2.0,0,0,7,1650,47.6819,485000,1680
3,2.0,1.0,0,0,6,1540,47.323,202500,1250
5,3.25,2.0,0,0,9,3920,47.5427,710000,3335
4,2.5,2.0,0,0,8,3250,47.4956,535000,3030
4,1.75,1.0,0,0,7,1360,47.4558,260000,1321
3,2.0,1.0,0,0,7,1480,47.3542,254000,1680
4,2.5,2.0,0,0,8,2360,47.712,600000,2440
3,2.5,2.0,0,0,7,1800,47.5401,285000,1800
4,3.75,2.0,0,0,10,2540,47.5882,800000,2490
3,1.0,1.0,0,0,6,1200,47.475,165000,1960
2,1.0,1.0,0,0,6,710,47.4886,216500,940
4,2.5,2.0,0,0,8,2640,47.3551,387990,1840
4,2.5,2.0,0,0,8,3010,47.709,500000,1090
4,2.5,2.0,0,0,7,2770,47.686,650000,2770
4,2.5,2.0,0,0,8,2310,47.6937,646000,1220
4,3.0,1.0,0,0,8,1430,47.321,323400,2880
3,2.5,2.0,0,0,7,1880,47.366,300000,2090
5,2.0,1.5,0,0,7,1340,47.6674,712500,2710
3,1.75,1.5,0,0,7,1380,47.6109,550000,1500
3,1.0,1.0,0,0,7,1180,47.7233,400000,1220
4,1.75,1.0,0,0,7,1100,47.3944,255000,2170
3,1.75,2.0,0,2,7,2030,47.586,660000,2350
4,2.25,1.0,0,2,8,1600,47.6819,925000,3270
4,2.25,1.0,0,0,7,1330,47.629,534000,2110
3,1.0,1.0,0,0,7,1690,47.3444,215000,1590
3,2.5,1.5,0,4,10,2510,47.6982,1950000,2810
5,4.25,2.0,0,0,10,3530,47.5894,1400000,1750
3,1.75,1.0,0,0,7,1470,47.2587,212000,1590
3,1.75,1.0,0,0,8,1840,47.3122,265000,1920
3,1.75,1.5,0,0,6,1300,47.5586,400000,2110
4,2.5,2.0,0,0,8,1940,47.3877,311500,1940
4,3.5,2.0,0,0,11,4420,47.6354,2330000,3020
2,1.0,1.0,0,0,6,800,47.5001,225000,880
4,2.5,1.0,0,4,11,2620,47.5662,1250000,4560
3,1.0,1.0,0,0,7,1400,47.5066,380000,1460
4,2.5,2.0,0,0,8,2250,47.7115,600000,2190
3,2.25,2.0,0,0,9,2230,47.6594,600000,2390
3,2.5,2.0,0,0,7,1950,47.4938,315000,1620
5,1.0,2.5,0,0,9,2550,47.6092,847000,1570
4,2.5,2.0,0,0,10,2750,47.5894,730000,3370
4,2.0,1.0,0,0,8,2290,47.5887,1060000,2300
4,2.25,2.0,0,0,9,2350,47.6232,1620000,3360
2,1.75,1.0,0,0,6,860,47.5554,664000,2540
4,3.0,2.0,0,0,9,2810,47.3689,454450,2790
3,1.0,1.0,0,0,7,940,47.6878,341000,1380
4,1.0,1.5,0,0,7,1190,47.7487,276693,1190
2,1.0,1.0,0,0,7,1390,47.4969,185000,1200
2,2.5,2.0,0,0,7,1660,47.3793,160000,1740
4,2.5,2.0,0,0,8,1920,47.2608,270000,1940
4,1.5,1.0,0,0,7,1460,47.4698,300000,1610
3,1.5,1.0,0,0,7,1370,47.2027,264950,1450
2,1.0,1.0,0,0,6,840,47.5024,209950,1520
3,2.5,2.0,0,0,9,3360,47.7037,850000,1810
4,2.5,2.0,0,0,9,3160,47.6318,645000,2970
4,2.25,2.0,0,0,9,2480,47.6441,855000,3160
4,1.5,2.0,0,0,10,2720,47.7402,632500,3270
3,2.5,2.0,0,0,8,2070,47.3202,289950,1670
2,1.75,1.0,0,2,8,2170,47.7542,850000,3020
4,2.75,2.0,0,0,9,3260,47.4812,565000,3260
3,2.5,2.0,0,0,8,2250,47.6569,792000,2940
3,2.25,1.0,0,0,7,1200,47.2762,260000,2510
3,2.0,1.0,0,0,7,2220,47.7586,585000,1600
3,1.75,1.0,0,0,7,1000,47.4605,295500,1650
4,2.0,1.5,0,0,7,1190,47.7538,329000,1480
3,1.75,1.0,0,0,8,1570,47.5706,750000,3540
4,2.5,2.0,0,0,9,2310,47.7544,495000,1980
3,1.75,1.0,0,2,8,1330,47.6339,672500,2730
5,3.25,1.5,0,0,10,1910,47.6421,1310000,3340
3,2.5,2.0,0,0,7,1500,47.75,405000,1700
3,1.75,1.0,0,1,7,1070,47.6435,620000,3000
4,2.25,1.0,0,0,8,1450,47.562,615000,3210
6,2.25,1.0,0,2,9,2440,47.5849,887000,3890
4,2.75,2.5,0,2,8,3270,47.6852,1060000,3250
4,1.75,1.0,0,0,8,1660,47.6378,753000,2930
3,2.25,2.0,0,0,10,2230,47.6349,1600000,4110
4,3.5,2.0,0,2,12,3350,47.6395,3710000,5180
3,1.5,1.0,0,0,7,1520,47.7712,365000,1570
4,2.75,2.0,0,0,10,3410,47.5559,870000,2490
4,2.5,2.0,0,0,7,1830,47.3541,321000,1830
3,2.5,2.0,0,0,7,1550,47.3299,280000,1700
3,2.5,2.0,0,0,7,1520,47.3842,288000,1610
3,2.0,1.0,0,0,7,620,47.3219,248500,2180
4,2.5,2.0,0,0,7,2380,47.4486,330000,1230
5,3.5,2.0,0,0,9,1830,47.6466,740000,3810
3,2.5,2.0,0,0,8,2210,47.4845,445000,2430
2,1.0,1.0,0,0,6,1050,47.3274,198500,990
7,2.5,2.0,0,0,7,1940,47.3191,280000,1710
3,2.25,2.0,0,0,7,1420,47.7245,336500,1150
3,2.5,2.0,0,0,7,1690,47.311,267000,1580
3,1.0,1.0,0,0,7,1160,47.7427,315000,1160
4,2.5,2.0,0,0,8,2040,47.6347,545000,2050
3,1.75,1.0,0,0,8,1840,47.3207,274950,1910
2,1.0,1.0,0,2,7,1210,47.6778,500000,2200
3,1.0,1.5,0,0,7,1390,47.7758,299000,1440
3,2.5,2.0,0,0,8,1160,47.5468,420000,1780
3,2.5,3.0,0,0,8,1604,47.6539,620000,1952
3,2.25,1.0,0,0,7,1180,47.6252,575950,2080
4,2.5,2.0,0,0,9,2860,47.6067,666500,2790
4,1.5,1.0,0,0,7,1020,47.4787,180000,2460
3,1.75,1.0,0,0,7,1390,47.3208,261350,1810
4,3.5,1.0,0,0,9,1660,47.6387,1030000,2790
3,1.75,1.0,0,0,8,1435,47.4525,390000,2030
3,1.0,1.0,0,0,7,1090,47.3256,253500,2100
4,2.5,2.0,0,0,8,2630,47.775,625000,2680
4,2.5,1.0,0,0,7,1580,47.481,255000,1320
3,2.5,2.0,0,0,8,1740,47.3363,257000,2030
2,1.75,1.0,1,4,7,1100,47.5121,869000,2450
4,2.5,2.0,0,0,10,3130,47.56,745000,3130
4,3.5,2.0,0,0,10,3500,47.5641,1350000,2630
3,1.75,1.0,0,0,7,1090,47.4593,350000,2630
3,2.5,2.0,0,0,8,950,47.6226,475000,1230
3,2.5,2.0,0,0,8,1720,47.6791,540000,1890
2,1.0,1.0,0,0,7,830,47.3839,175000,1030
2,0.75,1.0,0,0,4,660,47.3881,100000,850
5,1.0,2.0,0,0,8,2310,47.6038,890000,2640
3,2.5,2.0,0,0,7,1600,47.3303,280000,1700
4,4.25,2.0,0,3,10,3320,47.5566,1050000,4920
4,2.5,2.0,0,0,10,3560,47.3019,486000,3420
5,2.5,2.0,0,0,8,2860,47.5265,670000,1670
3,2.5,2.0,0,0,8,1640,47.5684,480000,1870
3,1.75,1.0,0,0,6,1060,47.5689,440000,2180
3,3.25,2.0,0,2,9,2870,47.5744,1500000,4760
4,2.5,2.0,0,0,10,2610,47.6662,743700,2870
3,1.75,1.0,0,0,7,1470,47.6964,449950,1700
2,1.0,1.0,0,0,7,700,47.701,367000,2300
4,3.25,2.0,0,0,11,3960,47.5211,1190000,3870
3,1.0,1.0,0,0,6,900,47.2881,201000,1220
3,1.75,2.0,0,0,7,2010,47.6408,575000,1540
3,2.5,1.0,0,0,7,1420,47.3385,295000,2330
3,1.0,1.0,0,0,6,1510,47.3015,190000,1040
2,3.0,1.0,0,0,8,1350,47.6758,742500,1830
6,3.5,2.0,0,0,9,3000,47.5156,875000,4160
4,3.5,2.0,0,3,11,3150,47.5359,1390000,4390
4,2.25,2.0,0,0,8,3070,47.7316,600000,1880
3,1.5,1.0,0,0,7,1460,47.3253,207000,1460
4,2.75,2.0,0,0,9,3260,47.5414,650000,3180
2,1.0,1.0,0,0,6,830,47.5674,275000,1310
4,2.5,2.0,0,0,9,2150,47.6272,1200000,3040
3,2.0,1.0,0,0,6,1130,47.4779,262500,1270
2,1.0,1.0,0,0,7,1120,47.7034,399000,1470
4,1.5,1.0,0,0,7,1410,47.3736,139000,1410
3,2.5,2.0,0,0,7,1750,47.6954,575000,1750
2,1.0,1.0,0,0,7,1040,47.6558,580000,1890
3,2.25,2.0,0,0,7,1630,47.6807,468000,1630
3,1.0,1.0,0,0,7,940,47.3196,230000,1680
4,4.0,2.0,0,0,10,3680,47.6193,675000,3200
3,1.0,1.0,0,0,7,1250,47.7514,318000,1640
5,3.5,2.0,0,0,8,1980,47.2631,332100,2900
2,1.0,1.0,0,0,6,620,47.4862,175000,1050
4,2.25,2.0,0,0,8,2600,47.5533,817000,3150
4,3.0,2.0,0,0,8,2150,47.6335,1200000,1590
3,1.75,1.0,0,2,7,1070,47.5463,525000,1840
3,1.0,1.5,0,0,6,1380,47.3006,189000,860
3,2.5,2.0,0,0,9,1120,47.6425,629950,2170
1,1.0,1.0,1,3,7,1000,47.5007,641500,1090
3,2.25,1.0,0,2,7,1230,47.7273,490000,1950
3,1.75,1.0,0,0,7,1360,47.7362,415000,2340
2,1.0,1.0,0,0,6,890,47.691,250000,990
3,1.5,1.0,0,0,7,820,47.6296,781000,2600
4,2.25,1.0,0,0,7,1400,47.7583,400000,3140
4,3.0,2.0,0,2,10,2890,47.6956,935000,2370
4,2.5,1.0,0,0,9,1600,47.7735,575000,3920
4,3.25,2.0,0,2,10,4240,47.6526,1660000,3390
5,2.75,1.0,0,0,8,1580,47.3099,302300,3450
2,1.0,1.0,0,0,7,900,47.5467,355000,1230
3,2.25,1.0,0,2,9,1710,47.6938,1540000,4090
4,1.75,1.0,0,0,8,2390,47.5755,926250,2390
3,1.75,1.0,0,0,7,1050,47.4569,300000,1780
3,1.75,1.0,0,0,7,1070,47.6984,361500,1700
3,1.5,1.0,0,0,8,1740,47.5748,616000,1930
2,1.75,2.0,0,0,8,1210,47.5513,395000,1700
3,1.5,1.0,0,0,7,2100,47.4222,245000,1300
3,1.0,1.0,0,0,6,1060,47.2878,206000,1060
4,2.5,1.0,0,0,9,2190,47.426,706000,2660
3,1.5,1.5,0,0,7,1660,47.6409,578000,1640
5,3.0,2.0,0,0,8,3070,47.3666,341950,2760
3,1.0,1.0,0,0,7,1150,47.6755,305000,1550
3,2.75,1.0,0,0,7,1590,47.642,575000,1830
3,1.0,1.0,0,0,6,1180,47.5278,330000,1410
4,2.25,2.0,0,0,7,2130,47.7152,445000,1990
3,1.0,1.0,0,0,7,1050,47.525,333000,1490
4,2.5,2.0,0,0,8,2520,47.5401,598500,2610
2,1.0,1.0,0,0,6,700,47.4671,225000,1320
4,2.5,2.0,0,0,8,2640,47.6038,570000,2460
5,2.0,1.0,0,0,7,1310,47.6955,630000,2950
5,2.25,2.0,0,0,8,2830,47.5582,779000,2300
4,3.5,2.0,0,3,10,3720,47.536,760000,4210
5,1.75,1.0,0,0,7,1890,47.7391,322968,2350
4,2.5,2.0,0,0,8,2910,47.5354,595000,2420
4,1.0,1.0,0,0,7,1300,47.5029,321000,1540
3,2.25,2.0,0,0,8,2770,47.775,653000,2720
4,1.75,1.0,1,4,8,1420,47.4996,750000,2800
3,1.0,1.0,0,0,7,1080,47.6633,530000,2220
2,1.75,2.0,0,0,7,960,47.5999,352750,1270
4,2.5,2.0,0,0,8,2480,47.381,424950,2460
5,2.75,1.0,0,0,7,1230,47.5754,427000,2570
4,2.5,2.0,0,0,9,2420,47.5434,558000,2570
2,2.0,1.0,0,0,7,1600,47.6968,438200,1600
1,1.0,1.0,0,0,6,640,47.5551,340000,1250
4,3.75,3.0,0,0,11,3290,47.6992,830005,2780
4,3.25,2.0,0,0,10,2330,47.732,548000,3410
3,1.75,1.0,0,0,7,1040,47.5585,411715,2140
4,4.0,2.0,0,0,9,2790,47.6033,865000,2740
6,4.25,2.0,0,3,10,4150,47.5382,1750000,7500
3,3.0,2.0,0,0,10,3450,47.6319,688000,3130
4,2.5,2.0,0,0,8,2350,47.3507,399950,2190
3,1.0,1.5,0,0,6,970,47.6757,555000,2110
3,2.0,1.0,0,0,7,1100,47.6561,677000,2360
3,2.0,1.0,0,0,8,1780,47.6457,539000,2730
3,1.75,1.0,0,0,6,950,47.5938,410000,2020
2,2.25,2.0,0,0,9,1800,47.6104,472000,1800
3,2.5,1.0,0,3,9,1620,47.5405,755000,3450
5,1.75,1.0,0,0,7,1750,47.4007,269900,1430
4,2.5,2.0,0,0,8,2660,47.7532,667400,2650
3,2.25,1.0,0,0,10,2640,47.6224,1220000,2650
3,2.5,2.0,0,0,8,1180,47.6781,544000,1740
2,1.0,1.5,0,3,8,1570,47.5955,800000,1760
3,1.0,1.0,0,0,7,1010,47.6172,315000,1250
4,1.0,1.5,0,0,6,1200,47.4951,227000,1070
4,2.5,2.0,0,0,10,4040,47.4579,765000,3230
3,3.0,3.0,0,0,8,1540,47.6482,625000,2000
4,5.0,2.0,0,0,10,3790,47.6878,1880000,5030
4,2.5,1.0,0,2,9,1510,47.5519,822600,4280
4,2.5,1.0,0,0,8,1160,47.7374,515000,2670
4,2.0,1.0,0,0,7,930,47.5545,377000,2310
3,1.0,1.0,0,1,8,1480,47.5179,600000,2250
4,1.75,1.0,0,0,8,1680,47.7721,525300,3180
4,3.0,1.0,0,2,9,1990,47.7153,760000,3690
2,1.0,1.0,0,0,5,840,47.3769,202000,1030
3,2.0,1.0,0,0,8,1730,47.4164,470000,2130
3,2.5,2.0,0,0,10,3140,47.5595,810000,3140
3,1.0,1.0,0,0,7,1080,47.4585,175000,2180
4,1.75,1.0,0,0,7,960,47.7209,440000,2660
2,1.0,1.0,0,0,6,770,47.5075,197000,1110
3,1.0,1.0,0,2,6,1010,47.4905,254000,1010
3,1.0,1.5,0,0,7,1460,47.6214,405000,1910
2,1.0,1.0,0,0,7,940,47.5314,416000,1630
4,2.75,3.0,0,0,9,2840,47.7103,779950,2990
4,2.75,1.0,0,0,7,1430,47.3693,200000,2230
4,2.5,2.0,0,0,9,2430,47.5714,658100,2760
2,1.75,1.0,0,0,7,950,47.5565,397000,2170
3,3.75,2.0,0,0,10,2780,47.5939,815000,3110
2,1.0,1.0,0,0,7,1160,47.7364,345000,1320
4,2.5,2.0,0,0,7,1850,47.4031,305500,1940
3,2.25,1.0,0,0,8,2120,47.296,340000,1400
5,2.5,1.0,0,0,7,1400,47.72,330000,3610
4,2.5,2.0,0,0,7,2060,47.362,269000,2060
3,1.0,1.0,0,0,7,1060,47.6855,349950,1630
3,1.0,1.0,0,0,7,1500,47.7281,431000,1230
4,1.75,2.0,0,1,7,1820,47.6656,735000,2750
5,3.0,2.0,0,0,8,3045,47.4386,414000,3045
3,2.5,2.0,0,0,8,1700,47.6078,619500,1880
3,1.75,1.0,0,0,7,1240,47.6919,675000,1970
3,1.0,1.0,0,0,7,1410,47.7303,380500,1460
3,1.5,1.0,0,0,6,880,47.5002,253000,1020
2,1.0,1.0,0,0,5,740,47.4217,157500,1230
4,2.0,1.0,0,0,8,2030,47.6658,627000,1800
4,2.5,1.0,0,0,7,1140,47.726,469500,2460
2,1.0,1.0,0,0,7,920,47.5015,319950,2330
3,1.0,1.0,0,0,7,1180,47.4249,249500,1180
3,1.0,1.5,0,0,7,1260,47.644,485000,1700
5,3.0,1.0,0,4,9,2070,47.5919,1130000,4780
3,1.75,1.0,0,0,7,1200,47.3637,314500,2400
2,1.0,1.0,0,0,6,770,47.7467,220000,880
3,2.5,1.0,0,0,7,1330,47.7368,444950,2560
4,2.5,1.0,0,0,8,1330,47.6892,598000,2880
4,3.5,2.0,0,0,9,2690,47.599,699850,2910
3,2.5,2.0,0,0,7,1750,47.6953,595000,1750
4,2.5,2.0,0,0,9,3270,47.6303,735000,2670
4,2.5,2.0,0,0,8,2330,47.5916,542500,2210
3,1.75,1.0,0,0,7,1140,47.6972,450000,2300
3,2.0,1.0,0,0,7,1420,47.4322,298500,2546
2,1.0,2.0,0,0,7,710,47.6414,403950,1370
2,1.0,1.0,0,0,6,710,47.5226,271000,850
2,1.0,1.0,0,0,7,1510,47.7038,335000,1170
2,2.25,2.0,0,0,7,1610,47.5184,305000,1950
3,3.0,2.0,0,0,8,1520,47.6666,630000,1860
2,1.75,1.0,0,0,7,860,47.4906,253000,1480
4,1.75,1.0,0,0,7,1070,47.6028,395000,2820
3,2.5,1.0,0,0,7,1140,47.3553,265000,1960
2,1.0,1.0,0,0,6,1030,47.4565,225000,1030
4,2.5,2.0,0,0,8,2717,47.3373,338500,2550
2,1.75,1.0,0,0,7,860,47.7295,300000,2330
2,1.0,2.0,0,0,6,1260,47.5003,255000,1260
4,3.0,2.0,0,0,7,2240,47.7348,337000,1570
3,2.25,2.0,0,0,8,2080,47.261,324900,2080
3,2.75,1.0,0,0,8,1690,47.5402,821000,3680
4,2.75,1.0,0,0,8,3000,47.4032,500000,2300
4,3.5,2.0,0,2,8,2200,47.5511,885000,2530
4,2.0,1.0,0,0,7,1630,47.7566,360000,1360
3,1.0,1.0,0,0,7,900,47.7314,304000,1960
2,1.0,1.0,0,0,6,760,47.5643,376000,1300
4,1.5,1.0,0,0,7,1620,47.6041,425000,1890
3,1.75,1.0,0,0,8,1090,47.6279,1180000,4310
3,2.5,2.0,0,0,7,1730,47.4648,187000,1190
2,1.5,1.5,0,0,7,1540,47.6624,710000,1980
3,1.75,1.0,0,0,8,1370,47.6729,585000,2390
5,4.0,2.0,0,0,11,4700,47.5417,1400000,4730
4,3.5,1.0,0,0,12,3340,47.6323,1980000,3700
3,1.75,1.0,0,0,8,1420,47.2949,250000,2310
4,2.75,2.0,0,3,10,3800,47.5689,950000,3710
3,2.5,2.0,0,0,10,2980,47.595,725000,2980
4,2.5,1.0,0,0,8,1590,47.7284,505000,3360
1,1.0,1.0,0,0,4,560,47.5335,90000,980
4,2.0,2.0,0,0,7,2060,47.5631,400000,1630
3,1.0,1.0,0,0,8,1140,47.709,407000,2080
3,1.5,1.5,0,0,7,1890,47.6662,651000,1620
3,2.25,1.0,0,0,7,1350,47.7598,485000,2480
4,2.75,2.0,0,0,8,3460,47.2046,460000,1500
2,1.0,1.0,0,0,7,880,47.5265,369000,1490
2,1.0,1.0,0,1,6,1000,47.5026,355000,2380
2,1.0,1.0,0,0,7,810,47.5313,155000,1180
3,1.0,1.5,0,0,8,1880,47.6453,1000000,2580
4,2.5,2.0,0,0,9,2680,47.4395,419625,2580
3,2.0,2.0,0,0,7,2040,47.7601,435000,1710
4,1.75,1.0,0,0,7,1290,47.5157,379000,2850
4,2.25,2.0,0,0,7,1870,47.3844,293000,2380
4,2.75,1.0,0,0,8,1790,47.5473,592100,2750
3,1.75,1.0,0,0,7,1120,47.7372,362000,2530
3,1.0,1.0,0,0,7,1340,47.4916,227000,2090
3,1.75,1.0,0,0,7,1260,47.7664,335500,1890
3,1.75,1.5,0,0,7,1200,47.3492,213000,1910
5,2.5,2.0,0,0,7,2400,47.3692,338000,1880
3,1.0,1.0,0,0,7,940,47.2979,163500,1090
2,1.0,1.0,0,0,7,860,47.5005,199988,1130
3,2.25,1.0,0,1,10,1980,47.6515,1190000,4130
4,2.5,2.0,0,0,7,3130,47.3828,320000,3020
6,2.25,1.0,0,0,8,2960,47.7218,450000,2950
2,2.0,2.0,0,0,6,1470,47.3502,249900,1310
2,1.0,1.0,0,0,6,910,47.4572,223000,1480
4,4.0,1.0,0,0,7,1470,47.4496,631000,3390
4,2.25,1.0,0,0,7,1060,47.4414,350000,2500
3,1.75,1.0,0,0,7,900,47.5513,279000,1960
5,2.0,1.0,0,0,7,1510,47.4602,310000,2950
2,1.0,1.0,0,0,6,900,47.4217,185000,1240
3,2.5,1.0,0,0,8,1130,47.3948,445000,2610
4,2.5,2.0,0,0,9,2905,47.4084,365000,2900
3,1.5,1.0,0,0,7,1390,47.5008,333500,2260
3,2.25,1.0,0,0,8,1340,47.7575,385000,2190
3,1.5,1.0,0,0,7,1240,47.5716,345000,1240
3,3.0,2.0,0,3,10,2220,47.562,1260000,3340
4,2.5,1.0,0,0,7,1280,47.5225,440000,3020
3,2.5,2.0,0,0,7,2600,47.5359,444500,2400
4,1.0,1.0,1,3,6,1200,47.4557,340000,1670
4,1.0,1.5,0,0,7,1660,47.6755,680000,1810
3,1.75,1.0,0,0,7,1140,47.7027,420000,1490
3,2.25,2.0,0,0,9,3050,47.3326,438500,2697
2,1.0,1.0,0,0,6,800,47.496,109500,1130
4,2.75,1.0,0,0,7,1200,47.7589,461000,2150
4,1.75,1.0,0,0,9,2630,47.5459,968000,2690
3,1.75,1.0,0,0,7,980,47.53,355000,2360
3,1.5,1.0,0,0,7,1180,47.4502,249000,1780
5,2.5,1.0,0,0,7,1360,47.4368,256500,2500
5,2.5,1.0,0,1,11,2490,47.6377,1810000,5380
3,2.25,1.0,0,0,8,1950,47.3127,269000,1950
4,3.5,2.0,0,0,9,2720,47.6189,1350000,3150
3,2.25,1.0,0,0,9,1610,47.5402,885000,3380
3,2.0,1.0,0,0,7,1090,47.7244,455000,2050
4,2.5,1.5,0,0,8,2230,47.642,980000,2690
3,1.75,1.0,0,0,6,1530,47.516,412500,920
4,3.5,2.0,0,0,9,3060,47.555,740000,3060
4,2.25,2.0,0,3,10,2130,47.6395,1300000,3430
2,1.5,3.0,0,0,8,1030,47.6975,326000,1020
4,2.5,2.0,0,0,8,2460,47.6041,568500,2460
4,2.5,2.0,0,0,9,2500,47.5127,620000,2500
3,1.75,2.0,0,0,7,1490,47.5317,283000,1640
6,3.25,2.0,0,0,8,1930,47.6688,875000,3710
4,2.25,2.0,0,0,8,2440,47.6747,1310000,3480
3,2.5,2.0,0,0,7,2070,47.3357,289950,2070
3,2.5,1.0,0,0,7,1250,47.4093,252500,2400
4,2.25,1.0,0,0,8,1480,47.5215,376000,3430
4,2.5,1.0,0,0,9,1860,47.6298,635700,4530
4,2.5,2.0,0,0,10,2880,47.5879,710000,3490
3,1.75,1.0,0,2,7,980,47.7166,440000,3010
3,2.5,1.0,0,0,8,1810,47.489,439000,3320
2,1.5,1.5,0,0,6,1310,47.6487,455000,2970
2,1.0,1.0,0,0,7,910,47.4297,225000,1410
3,1.0,1.0,0,0,7,1460,47.4511,250000,1490
4,3.25,2.0,0,0,9,2470,47.459,585000,3390
3,1.75,1.5,0,0,7,1580,47.6691,685000,2800
5,2.75,1.0,0,0,8,1300,47.7566,420000,3350
2,1.0,1.0,0,0,6,670,47.5918,245000,1220
4,2.0,1.0,0,0,7,1480,47.4312,275000,1450
3,2.0,1.0,0,0,7,1390,47.2958,270000,2510
4,3.0,2.0,0,0,8,1710,47.6742,767250,2630
3,2.0,1.0,0,0,7,1760,47.4783,229000,1190
3,1.0,1.5,0,0,8,1240,47.5467,400000,1200
5,3.25,2.5,0,4,10,4940,47.5463,2200000,2860
5,2.0,1.0,0,0,8,1400,47.6719,665000,3160
4,2.25,2.0,0,0,7,2060,47.744,500000,2160
5,2.0,1.0,0,0,7,2360,47.3299,355500,1860
4,2.5,2.0,0,0,9,2370,47.423,369000,2370
2,1.0,1.0,0,0,5,720,47.7259,338500,1480
3,1.0,1.0,0,0,7,780,47.5232,256000,1400
3,2.5,2.0,0,0,8,1980,47.4856,470000,2070
3,2.5,2.0,0,1,9,2540,47.7175,675000,2490
4,2.75,1.0,0,0,8,1400,47.371,369950,3700
5,3.5,2.0,0,3,9,2350,47.5339,615000,3550
5,3.0,2.0,0,0,10,3640,47.5502,1200000,3330
3,1.75,2.0,0,0,8,1870,47.6285,950000,4200
4,2.5,2.0,0,0,8,2760,47.627,799500,2760
2,1.0,1.0,0,0,6,840,47.492,187000,1610
5,2.25,2.0,0,0,9,2890,47.6295,598000,2570
3,2.25,1.0,0,0,8,1340,47.7712,429950,3040
5,2.25,1.5,0,0,7,1700,47.4611,347950,1810
3,2.5,2.0,0,0,10,3560,47.6652,851000,3660
3,1.0,1.0,0,0,6,1210,47.4873,205000,1320
3,2.25,1.0,0,0,7,1110,47.2917,225000,2360
4,2.25,1.0,0,0,8,1520,47.5847,705000,3860
5,2.5,2.0,0,0,8,3190,47.5104,535000,2480
3,2.0,2.0,0,0,7,1450,47.1955,222500,1450
2,1.5,2.0,0,0,8,1000,47.5581,313500,1540
3,2.25,2.0,0,2,9,2730,47.7704,632000,2700
3,2.0,2.0,0,0,7,1840,47.7368,467000,1280
